,Temp,Psi
0,6.5,-0.6997440640000001
1,9.0,-0.590704686
2,7.91666666666667,-0.52355489
3,8.625,-0.49104702
4,12.583333333333302,-0.482708265
5,8.75,-0.4813565420000001
6,11.041666666666698,-0.48150436700000004
7,11.916666666666698,-0.481627281
8,13.166666666666698,-0.481568564
9,10.875,-0.48150986100000004
10,11.5,-0.481451171
11,10.5416666666667,-0.48333766100000003
12,10.2916666666667,-0.482854147
13,9.25,-0.48414102299999995
14,9.5,-0.485434353
15,8.29166666666667,-0.48673418399999996
16,6.91666666666667,-0.48583833600000004
17,8.25,-0.485419935
18,11.833333333333302,-0.484271935
19,9.70833333333333,-0.491782593
20,8.66666666666667,-0.48850597
21,10.0,-0.484312035
22,8.33333333333333,-0.48573979899999997
23,6.08333333333333,-0.491361235
24,5.41666666666667,-0.49220757200000004
25,6.125,-0.49336518100000004
26,7.75,-0.493868905
27,10.0833333333333,-0.508438637
28,12.083333333333302,-0.520190954
29,9.91666666666667,-0.534461885
30,7.875,-0.553466105
31,7.45833333333333,-0.633882299
32,8.45833333333333,-0.672069525
33,11.666666666666698,-0.670719061
34,12.166666666666698,-0.6726092379999999
35,10.5416666666667,-0.679326236
36,12.791666666666698,-0.7302055409999999
37,14.125,-0.8840415220000001
38,14.0,-0.88068287
39,13.583333333333302,-0.9070084759999999
40,13.333333333333302,-0.985977172
41,13.0,-0.970780477
42,11.666666666666698,-0.983439761
43,11.916666666666698,-1.119286902
44,11.625,-1.141360786
45,11.583333333333302,-1.127778677
46,11.75,-1.004818206
47,11.208333333333302,-0.49978439799999996
48,12.083333333333302,-0.502444462
49,12.208333333333302,-0.5536635670000001
50,13.375,-0.725071445
51,13.666666666666698,-0.797513791
52,11.333333333333302,-0.844934979
53,6.95833333333333,-0.901471248
54,6.625,-0.995782627
55,8.66666666666667,-1.045898333
56,10.0416666666667,-1.163924598
57,10.4583333333333,-1.4947891130000002
58,9.45833333333333,-1.674099257
59,10.5416666666667,-1.826922654
60,12.666666666666698,-1.8472004169999998
61,11.875,-1.773126939
62,11.375,-1.65193303
63,10.7083333333333,-0.8042699259999999
64,7.875,-0.505569203
65,9.58333333333333,-0.517498407
66,13.083333333333302,-0.491359895
67,13.166666666666698,-0.487193534
68,13.625,-0.493203279
69,13.25,-0.507092681
70,15.05,-0.534594999
71,14.916666666666698,-0.57069277
72,15.25,-0.612633393
73,15.75,-0.519206791
74,14.708333333333302,-0.505617361
75,14.625,-0.535386822
76,14.791666666666698,-0.616149567
77,14.75,-0.658915161
78,15.041666666666698,-0.675074579
79,13.666666666666698,-0.6891626940000001
80,15.458333333333302,-0.794221947
81,13.041666666666698,-0.946874526
82,11.625,-0.604825366
83,12.916666666666698,-0.510532816
84,13.125,-0.548339964
85,14.333333333333302,-0.644816975
86,13.666666666666698,-0.721248485
87,14.125,-0.8106474220000001
88,14.833333333333302,-0.909297549
89,13.625,-1.0014650040000002
90,13.375,-1.094443882
91,14.666666666666698,-1.189740162
92,15.291666666666698,-1.251786372
93,21.3333333333333,-1.317112074
94,25.4583333333333,-1.396617873
95,19.375,-1.399569749
96,15.166666666666698,-0.517265885
97,14.666666666666698,-0.49616032600000004
98,14.375,-0.50757916
99,15.875,-0.492339436
100,17.125,-0.49163206
101,18.1666666666667,-0.490154731
102,18.9166666666667,-0.490875006
103,19.5833333333333,-0.48996530899999996
104,18.5,-0.49763395
105,23.0833333333333,-0.521793056
106,21.75,-0.582159192
107,22.0833333333333,-0.643189138
108,23.7083333333333,-0.727626755
109,22.0833333333333,-0.813698932
110,21.2916666666667,-0.970048217
111,20.5,-1.162712593
112,21.75,-1.274169776
113,18.9166666666667,-1.289587885
114,20.3333333333333,-1.169559936
115,18.1666666666667,-0.794409294
116,19.1666666666667,-0.745105459
117,20.375,-0.986343539
118,19.6666666666667,-1.239171759
119,18.625,-1.4153097209999999
120,19.3333333333333,-1.5498761630000002
121,21.3333333333333,-1.768452619
122,21.8333333333333,-1.902284158
123,19.4166666666667,-1.98425935
124,19.1666666666667,-1.900561381
125,14.083333333333302,-1.6502543790000002
126,15.083333333333302,-1.663463151
127,15.291666666666698,-1.650085876
128,16.375,-1.618089668
129,18.7916666666667,-1.6992147780000002
130,23.25,-1.69366401
131,22.5,-1.5044925009999999
132,23.375,-1.680969249
133,23.6666666666667,-1.820722902
134,19.4166666666667,-1.959877411
135,18.5,-2.0531488999999996
136,21.5,-2.210929507
137,24.5416666666667,-2.56635979
138,24.625,-2.775077668
139,22.2083333333333,-3.030463992
140,21.4166666666667,-3.3115951239999997
141,20.875,-3.3735067930000002
142,19.7916666666667,-3.2041481
143,21.375,-3.18685274
144,18.3333333333333,-2.755594097
145,22.3333333333333,-2.40540521
146,24.3333333333333,-2.597805564
147,24.25,-3.12901891
148,21.6666666666667,-3.376966757
149,24.6666666666667,-3.513965399
150,23.5833333333333,-2.961145325
151,25.875,-1.3177163920000001
152,29.0833333333333,-0.670111108
153,27.5,-0.876830159
154,28.0416666666667,-0.681286698
155,24.5833333333333,-0.564249837
156,24.5416666666667,-0.663356498
157,26.5833333333333,-0.838544272
158,26.9583333333333,-1.050532106
159,27.3333333333333,-1.168957491
160,27.0833333333333,-1.338506502
161,19.0833333333333,-1.648149193
162,18.375,-1.9282267240000002
163,21.375,-2.127722891
164,21.5,-2.345044026
165,24.5,-2.098466228
166,24.8333333333333,-1.915421548
167,27.4166666666667,-2.513988764
168,28.625,-2.630860877
169,33.625,-2.781716978
170,36.5,-3.048817688
171,30.8333333333333,-3.227698858
