,desert,scrubland,grassland,pineoak,subalpine
17,-0.485419935,-0.3305782907394653,-0.485419935,-0.7808480182790799,-0.7285960115000676
18,-0.484271935,-0.19457730592932015,-0.484271935,-0.8335266754212093,-0.5810605608386782
19,-0.491782593,-0.34397493758740416,-0.491782593,-0.30238206801831474,-0.6239202237599378
20,-0.48850597,-0.016608689645190116,-0.48850597,-0.367108057115407,-0.006250023792829905
21,-0.484312035,-0.42763704062397034,-0.484312035,-0.4297487188447518,-0.9670472926095666
22,-0.485739799,-0.8739337950501599,-0.485739799,-0.5380226415847073,-0.9623707020699872
23,-0.491361235,-0.6369370042726256,-0.491361235,-0.5055801570324194,-0.6679839050967938
24,-0.492207572,-0.0778313312180716,-0.492207572,-0.2500421163251581,-0.008063375934276045
25,-0.493365181,-0.018238531428451103,-0.493365181,-0.06426318741668412,-0.2063526970054988
26,-0.493868905,-0.7775981296208494,-0.493868905,-0.21755231112353068,-0.3659359816502678
27,-0.508438637,-0.7274608461851603,-0.508438637,-0.8866202230089009,-0.7654616277093733
28,-0.520190954,-0.8761892449272032,-0.520190954,-0.4368281067632828,-0.1684733573279798
29,-0.534461885,-0.3218953376406014,-0.534461885,-0.7576445983138447,-0.9444177343709237
30,-0.553466105,-1.0272065601965938,-0.553466105,-0.4820390815094865,-0.38179760536593743
31,-0.633882299,-1.2291743751744286,-0.633882299,-0.6030533239009842,-1.1166623459694094
32,-0.672069525,-0.017254296019766177,-0.672069525,-1.0710353163994328,-0.8593436542188441
33,-0.670719061,-0.9086780391782862,-0.670719061,-0.6368021495411458,-0.6362519668922558
34,-0.672609238,-1.0168111321747648,-0.672609238,-0.5370283598337582,-1.1444008134468449
35,-0.679326236,-0.9566244123408347,-0.679326236,-0.7987266043215298,-1.2630728635521025
36,-0.730205541,-0.9153299332361915,-0.730205541,-0.05086800388474283,-0.904740481855623
37,-0.884041522,-1.5346115716803967,-0.884041522,-1.5098167204270254,-0.27385035525587936
38,-0.88068287,-0.9297928383194084,-0.88068287,-1.5771512637123541,-0.29215942640903153
39,-0.907008476,-1.1258998325838405,-0.907008476,-1.0275517494107456,-0.5817912476578538
40,-0.985977172,-1.5754151563247865,-0.985977172,-0.3468093833117608,-1.9635430023029217
41,-0.970780477,-0.48841275635140713,-0.970780477,-1.4640010391578255,-0.40915117542619056
42,-0.983439761,-0.9514786486074474,-0.983439761,-0.26575539148085664,-1.313999804110056
43,-1.119286902,-1.4642465705094108,-1.119286902,-0.698159604377705,-0.36372296214229016
44,-1.141360786,-1.4579822957896038,-1.141360786,-1.334941560087637,-1.2864925196247676
45,-1.127778677,-0.07814878167184239,-1.127778677,-2.0609618166217527,-0.12793481607292184
46,-1.004818206,-0.1584454123727506,-1.004818206,-1.6908110894766246,-1.6438801996325927
47,-0.499784398,-0.9145967277932741,-0.499784398,-0.6582663064938241,-0.4205594672673522
48,-0.502444462,-0.15090530661020063,-0.502444462,-0.8235256215024643,-0.8549602637554236
49,-0.553663567,-0.9212039807106995,-0.553663567,-0.6118925846524633,-0.33214098856744234
50,-0.725071445,-1.223399899138286,-0.725071445,-1.3784277555678293,-0.16841727325224595
51,-0.797513791,-0.6485944882970839,-0.797513791,-0.4830056792405333,-1.4875664860356455
52,-0.844934979,-1.0144581871239386,-0.844934979,-1.6497699773920633,-0.029834225939023223
53,-0.901471248,-1.298781564889366,-0.901471248,-1.7252721882121256,-0.9415466501185865
54,-0.995782627,-0.09165372064915873,-0.995782627,-1.8064426604429442,-0.6882194579821239
55,-1.045898333,-0.43150917885228884,-1.045898333,-1.4374240862959848,-1.5021035123220796
56,-1.163924598,-0.6546923836994983,-1.163924598,-0.9777378280217865,-1.043829414884717
57,-1.494789113,-2.696579822780151,-1.494789113,-2.1733034571172563,-0.5463153430708113
58,-1.674099257,-1.1239353049844554,-1.674099257,-0.8030843671919997,-2.2193515917978504
59,-1.826922654,-0.46645389827622286,-1.826922654,-0.029242055384284284,-2.8704949653218166
