Temp,FM,Psi,Date
9.2076875,64.61758333,-0.535386822,2/28/11
9.288479167,57.1249375,-0.616149567,3/1/11
10.12026042,53.85938542,-0.658915161,3/2/11
12.6196875,52.72679167,-0.675074579,3/3/11
11.85870833,51.78010417,-0.689162694,3/4/11
19.08110417,45.72041667,-0.794221947,3/5/11
14.25886458,39.18645833,-0.946874526,3/6/11
11.0624375,58.06207292,-0.604825366,3/7/11
10.84827083,67.36890625,-0.510532816,3/8/11
17.530125,63.27665306,-0.548339964,3/9/11
17.78058333,54.89096939,-0.644816975,3/10/11
14.62384375,49.75386458,-0.721248485,3/11/11
12.07852083,44.90677083,-0.810647422,3/12/11
11.78588542,40.60342708,-0.909297549,3/13/11
13.57873958,37.30630208,-1.001465004,3/14/11
15.37309375,34.51116667,-1.094443882,3/15/11
14.3015,32.07405208,-1.189740162,3/16/11
13.36286458,30.67517708,-1.251786372,3/17/11
12.28875,29.33645833,-1.317112074,3/18/11
10.99060417,27.86627083,-1.396617873,3/19/11
10.34551042,27.81470833,-1.399569749,3/20/11
8.413,66.5990625,-0.517265885,3/21/11
9.08878125,69.07773958,-0.496160326,3/22/11
8.4511875,67.71266667,-0.50757916,3/23/11
8.026083333,69.54777083,-0.492339436,3/24/11
10.29464583,69.63554167,-0.49163206,3/25/11
9.267520833,69.81961458,-0.490154731,3/26/11
10.74879167,69.72973958,-0.490875006,3/27/11
10.70876042,69.84329167,-0.489965309,3/28/11
12.20442708,68.89827083,-0.49763395,3/29/11
16.18497917,66.09192708,-0.521793056,3/30/11
22.37526042,60.04040625,-0.582159192,3/31/11
22.44321875,55.0128125,-0.643189138,4/1/11
15.60986458,49.37108333,-0.727626755,4/2/11
13.32244792,44.75901042,-0.813698932,4/3/11
14.39328125,38.36407292,-0.970048217,4/4/11
15.38123958,32.72713542,-1.162712593,4/5/11
13.22930208,30.20196875,-1.274169776,4/6/11
12.62086458,29.88498958,-1.289587885,4/7/11
8.01171875,32.559,-1.169559936,4/8/11
6.586197917,45.71095833,-0.794409294,4/9/11
10.26535417,48.3536875,-0.745105459,4/10/11
12.48523958,37.80753125,-0.986343539,4/11/11
13.02959375,30.94892708,-1.239171759,4/12/11
12.55960417,27.54317708,-1.415309721,4/13/11
12.60920833,25.43388542,-1.549876163,4/14/11
18.78069792,22.65440625,-1.768452619,4/15/11
21.31609375,21.250125,-1.902284158,4/16/11
19.07240625,20.47805208,-1.98425935,4/17/11
13.57097917,21.26702083,-1.900561381,4/18/11
14.06153125,24.07164583,-1.650254379,4/19/11
14.20598958,23.90389583,-1.663463151,4/20/11
13.46530208,24.07380208,-1.650085876,4/21/11
13.2276875,24.490875,-1.618089668,4/22/11
13.61989583,23.46214583,-1.699214778,4/23/11
12.48438542,23.52958333,-1.69366401,4/24/11
13.48071875,26.10565625,-1.504492501,4/25/11
14.65501042,23.68538542,-1.680969249,4/26/11
16.62030208,22.08288542,-1.820722902,4/27/11
18.73253125,20.70135417,-1.959877411,4/28/11
15.02496875,19.87407292,-2.0531489,4/29/11
15.40321875,18.62435417,-2.210929507,4/30/11
19.44496875,16.34140625,-2.56635979,5/1/11
20.7076875,15.25815625,-2.775077668,5/2/11
22.99728125,14.1241875,-3.030463992,5/3/11
22.72846875,13.06672917,-3.311595124,5/4/11
19.85439583,12.85613542,-3.373506793,5/5/11
15.79520833,13.4503125,-3.2041481,5/6/11
14.36961458,13.51432292,-3.18685274,5/7/11
13.22875,15.35275,-2.755594097,5/8/11
11.862,17.29673958,-2.40540521,5/9/11
12.61357292,16.16776042,-2.597805564,5/10/11
13.28517708,13.73318646,-3.12901891,5/11/11
14.97097917,12.84458021,-3.376966757,5/12/11
16.18344792,12.40424063,-3.513965399,5/13/11
13.93976042,14.41380833,-2.961145325,5/14/11
11.86318718,29.32465625,-1.317716392,5/15/11
10.54705871,53.06921875,-0.670111108,5/16/11
11.78623958,41.91930208,-0.876830159,5/17/11
12.128875,52.30482292,-0.681286698,5/18/11
12.24979167,61.70884375,-0.564249837,5/19/11
14.04953125,53.5429375,-0.663356498,5/20/11
14.75382292,43.5935625,-0.838544272,5/21/11
14.03747917,35.77336458,-1.050532106,5/22/11
13.94758333,32.57371875,-1.168957491,5/23/11
13.1919375,28.92472917,-1.338506502,5/24/11
15.18498958,24.09861458,-1.648149193,5/25/11
15.29416667,20.99912604,-1.928226724,5/26/11
15.73541667,19.26172188,-2.127722891,5/27/11
15.6880625,17.68666875,-2.345044026,5/28/11
12.883,19.4970875,-2.098466228,5/29/11
14.42835417,21.12222083,-1.915421548,5/30/11
15.945125,16.63964271,-2.513988764,5/31/11
14.12042708,15.98943021,-2.630860877,6/1/11
13.78844792,15.22620625,-2.781716978,6/2/11
15.65301042,14.049575,-3.048817688,6/3/11
14.61836458,13.36418646,-3.227698858,6/4/11
14.24133333,12.84699063,-3.376244459,6/5/11
14.84175,22.74749792,-1.760204577,6/6/11
15.29942708,24.52348958,-1.615636673,6/7/11
15.0995,17.67358125,-2.347023777,6/8/11
15.19991667,16.06182708,-2.617346676,6/9/11
14.849,16.19931771,-2.592037166,6/10/11
15.16461458,18.34497917,-2.249354234,6/11/11
15.21665625,17.4021875,-2.38879624,6/12/11
15.3701875,15.84718229,-2.657799084,6/13/11
17.55060417,13.45166563,-3.203780668,6/14/11
17.57588542,12.45727396,-3.496916409,6/15/11
16.0864375,12.39342917,-3.517460193,6/16/11
15.96213542,12.73275208,-3.410798677,6/17/11
16.975625,12.53265,-3.472950312,6/18/11
15.18460417,12.04510833,-3.633651555,6/19/11
16.90571875,12.94888333,-3.345974649,6/20/11
18.29163542,11.33705313,-3.893474023,6/21/11
18.62672917,10.86959792,-4.084925331,6/22/11
18.17032292,10.71367083,-4.152769515,6/23/11
17.8721875,10.56207083,-4.220788031,6/24/11
17.4840625,10.34507917,-4.321862399,6/25/11
17.14592708,10.15937604,-4.412036209,6/26/11
19.88509375,9.813545833,-4.589716914,6/27/11
18.17823958,9.782570833,-4.60628778,6/28/11
18.18576042,9.88423125,-4.552317933,6/29/11
18.49059375,9.634175,-4.687258697,6/30/11
21.66436866,9.131429167,-4.982568848,7/1/11
22.72776042,8.776745833,-5.212754524,7/2/11
21.18040625,8.716045833,-5.254159501,7/3/11
22.801,8.98354375,-5.076181305,7/4/11
23.6885625,8.749357292,-5.231360821,7/5/11
24.29059375,8.899157292,-5.131091533,7/6/11
24.47163542,8.411915625,-5.471259247,7/7/11
22.90976042,8.391629167,-5.486340087,7/8/11
20.36036458,8.700652083,-5.264758247,7/9/11
19.5755625,8.792465625,-5.202131361,7/10/11
18.84258333,8.821346875,-5.18271948,7/11/11
18.79728125,8.879861458,-5.143804239,7/12/11
18.1274375,9.036386458,-5.042355033,7/13/11
17.243875,9.700879167,-4.650534176,7/14/11
18.56308333,10.45060833,-4.272146106,7/15/11
18.29816667,9.312107292,-4.8725107,7/16/11
18.39873958,8.945442708,-5.100836378,7/17/11
20.61884375,8.634583333,-5.310706609,7/18/11
22.24634375,8.368059375,-5.503960015,7/19/11
20.17544792,8.262477083,-5.584210529,7/20/11
19.22202083,8.442285417,-5.448827431,7/21/11
19.14915625,8.517080208,-5.394311831,7/22/11
19.15177083,8.485382292,-5.417289906,7/23/11
19.31903125,8.430276042,-5.457677157,7/24/11
22.26598958,8.2752625,-5.574376019,7/25/11
22.18821875,7.702642708,-6.049203153,7/26/11
18.92314583,8.315134375,-5.543914434,7/27/11
18.97139583,8.538867708,-5.37862373,7/28/11
19.81088542,8.657097917,-5.294964257,7/29/11
19.66038542,8.673445833,-5.283588474,7/30/11
19.97808333,10.32410521,-4.331873123,7/31/11
22.7629375,11.14106458,-3.971650828,8/1/11
25.69838542,8.217015625,-5.619444678,8/2/11
23.92911458,7.3063625,-6.424629726,8/3/11
21.31830208,7.636161458,-6.109277773,8/4/11
18.43534375,7.852485417,-5.91778729,8/5/11
19.17009375,8.154682292,-5.668438731,8/6/11
18.41227083,8.258658333,-5.587154222,8/7/11
18.16428125,8.478855208,-5.422044268,8/8/11
18.3774375,8.524138542,-5.389220077,8/9/11
18.07072917,8.554263542,-5.367589505,8/10/11
18.08388542,8.663502083,-5.290502412,8/11/11
18.71719792,8.7108625,-5.257723801,8/12/11
19.16817708,8.872704167,-5.148534733,8/13/11
20.29420833,8.682771875,-5.27711943,8/14/11
20.19604167,8.592422917,-5.340422951,8/15/11
19.89529167,8.58915625,-5.342738459,8/16/11
19.88148958,8.410184375,-5.472543211,8/17/11
21.0654375,8.267007292,-5.580722181,8/18/11
18.99104167,8.525702083,-5.388093387,8/19/11
18.773875,8.60071875,-5.334551081,8/20/11
17.60826042,8.580077083,-5.349183946,8/21/11
19.1928125,8.639226042,-5.30745321,8/22/11
23.19653125,8.1759125,-5.651662001,8/23/11
22.97303125,8.033328125,-5.76615897,8/24/11
24.25961458,8.01199375,-5.783665967,8/25/11
25.8845,7.651755208,-6.095086471,8/26/11
27.20088542,7.443746875,-6.289629575,8/27/11
25.40707292,7.57586875,-6.164736309,8/28/11
23.906625,7.691384375,-6.059298403,8/29/11
19.7155625,8.096407292,-5.714973391,8/30/11
19.25282292,8.313314583,-5.545297922,8/31/11
18.1955625,8.373997917,-5.499510573,9/1/11
18.4020625,8.385896875,-5.490615589,9/2/11
19.03222917,8.346305208,-5.520317159,9/3/11
19.7683125,8.309657292,-5.548080322,9/4/11
21.56957292,9.157059375,-4.966673534,9/5/11
28.245,8.58615,-5.344871043,9/6/11
29.48534375,7.709366667,-6.043188885,9/7/11
28.63413542,7.204564583,-6.528218267,9/8/11
20.930875,7.53315,-6.204605126,9/9/11
16.69357292,9.368495833,-4.839091557,9/10/11
18.08051042,11.25513333,-3.925796236,9/11/11
18.04354167,9.243709375,-4.91363312,9/12/11
19.98296875,8.911538542,-5.122965396,9/13/11
18.84102083,9.181109375,-4.951844575,9/14/11
18.35260417,9.335076042,-4.858845931,9/15/11
17.05388542,9.778745833,-4.608341854,9/16/11
16.59625,10.58875521,-4.208664368,9/17/11
17.44561458,10.25465313,-4.365335003,9/18/11
19.10660417,9.555389583,-4.731341703,9/19/11
17.55567708,9.56965,-4.723304962,9/20/11
18.00876042,9.630571875,-4.689257925,9/21/11
17.67958333,9.699089583,-4.651512391,9/22/11
18.8746875,9.813267708,-4.589865206,9/23/11
17.52566667,9.9676125,-4.508930925,9/24/11
16.81322917,10.41250729,-4.289971683,9/25/11
16.79,10.60105104,-4.20309991,9/26/11
19.36422917,10.27985,-4.353139274,9/27/11
17.91569792,10.04360833,-4.470057943,9/28/11
18.03828125,10.14373542,-4.419792372,9/29/11
18.49536458,9.867525,-4.561105317,9/30/11
21.71314583,9.594580208,-4.709316444,10/1/11
23.54121875,8.787489583,-5.205489684,10/2/11
20.25810417,8.849384375,-5.164004371,10/3/11
14.76917708,10.94185521,-4.054187126,10/4/11
13.68634375,29.05761458,-1.331530551,10/5/11
13.07382292,69.63523958,-0.491634492,10/6/11
13.63055208,68.32172917,-0.502424027,10/7/11
16.51525,63.44096875,-0.546721194,10/8/11
20.06117708,55.01354167,-0.643179419,10/9/11
19.02747917,45.60860417,-0.796442007,10/10/11
19.50598958,40.05195833,-0.923584014,10/11/11
27.77304167,35.05651042,-1.075056253,10/12/11
30.6724375,29.12360417,-1.328091668,10/13/11
24.11671875,26.39286458,-1.485842735,10/14/11
17.28535417,26.64660417,-1.469723899,10/15/11
16.33034375,27.0704375,-1.443520233,10/16/11
19.80811458,26.93663542,-1.451697309,10/17/11
16.75895833,26.44685417,-1.482385319,10/18/11
15.54357292,26.98707292,-1.448604722,10/19/11
14.6809375,26.99925,-1.447859934,10/20/11
15.74436458,26.30189583,-1.491702604,10/21/11
19.03621875,25.83427083,-1.522522822,10/22/11
20.30598958,24.99745833,-1.580761013,10/23/11
14.97155208,24.85190625,-1.591319641,10/24/11
14.23173958,26.03280208,-1.509293298,10/25/11
15.19127083,28.51508333,-1.360449399,10/26/11
16.43934375,26.77444792,-1.4617264,10/27/11
17.6443125,24.1070625,-1.647490783,10/28/11
18.50957292,22.63461458,-1.770215546,10/29/11
20.24051042,21.7704375,-1.85054193,10/30/11
20.21560417,20.98017708,-1.930212208,10/31/11
15.12838542,20.83823958,-1.945207422,11/1/11
19.26320833,19.75219792,-2.067597032,11/2/11
18.43264583,17.09484167,-2.437818084,11/3/11
12.46460417,31.71257917,-1.205212161,11/4/11
9.290072917,64.94671875,-0.53229485,11/5/11
9.147083333,65.69454167,-0.525392781,11/6/11
10.28155208,68.91935417,-0.497460408,11/7/11
11.87153125,68.55635417,-0.500464291,11/8/11
15.69853125,67.00171875,-0.513723595,11/9/11
18.96708333,62.80204167,-0.553066558,11/10/11
17.7365625,58.20889583,-0.603086514,11/11/11
13.59754167,57.5099375,-0.611449491,11/12/11
14.59377083,65.52863542,-0.526909474,11/13/11
13.74592708,65.60910417,-0.526172814,11/14/11
13.69016667,64.61183333,-0.535441139,11/15/11
12.47923958,63.01382292,-0.550948043,11/16/11
15.81257292,61.11439583,-0.570510803,11/17/11
10.60483333,58.79369792,-0.596252761,11/18/11
11.65492708,57.69389583,-0.609227419,11/19/11
10.34760417,56.64097917,-0.622154764,11/20/11
10.00734375,69.17765278,-0.495343481,11/21/11
11.13190625,68.70109375,-0.499262476,11/22/11
12.64646875,68.30854167,-0.502534605,11/23/11
11.83244792,67.68514583,-0.507814442,11/24/11
10.92446875,67.00060417,-0.513733337,11/25/11
16.98958333,65.99902083,-0.522630496,11/26/11
23.6,62.54121875,-0.555696755,11/27/11
21.634625,57.22947917,-0.614866631,11/28/11
18.759875,53.67797917,-0.661454338,11/29/11
17.00969792,51.32917708,-0.696068827,11/30/11
11.92963542,49.0098125,-0.733744438,12/1/11
13.15970833,46.23696875,-0.784114752,12/2/11
10.5231875,44.63470833,-0.816282732,12/3/11
11.08254167,42.5336875,-0.862406116,12/4/11
9.850479167,40.62701042,-0.908695845,12/5/11
11.91814583,37.58547917,-0.992989336,12/6/11
12.444625,35.507375,-1.0595082,12/7/11
11.60592708,34.25380208,-1.103823091,12/8/11
12.68482292,33.92189583,-1.116143813,12/9/11
15.67677083,32.48695833,-1.172517059,12/10/11
9.491416667,31.84633333,-1.199443323,12/11/11
9.020614583,38.64472917,-0.962021068,12/12/11
9.20034375,65.80447727,-0.524392272,12/13/11
10.071625,66.05309091,-0.522142812,12/14/11
8.362625,65.81888685,-0.524261398,12/15/11
11.13052083,65.58468279,-0.526396178,12/16/11
13.738125,65.35047872,-0.528547335,12/17/11
10.72689583,64.6483125,-0.53509672,12/18/11
10.73917708,63.7492963,-0.543707768,12/19/11
10.79673958,62.678875,-0.55430568,12/20/11
11.04132292,61.127875,-0.570367391,12/21/11
9.575604167,58.9825,-0.59407745,12/22/11
13.70804167,53.60142708,-0.662531371,12/23/11
16.49053125,47.10072917,-0.76774322,12/24/11
17.72671875,42.04494792,-0.873843651,12/25/11
15.5435625,38.56258333,-0.96435761,12/26/11
13.32653125,36.55039583,-1.025110099,12/27/11
16.612625,34.98382292,-1.077603034,12/28/11
16.41292708,33.03653125,-1.150307167,12/29/11
15.748875,31.55315625,-1.21215648,12/30/11
15.55016667,30.78780208,-1.246567461,12/31/11
19.44420833,29.821375,-1.292724417,1/1/12
20.61966667,28.38273958,-1.367683389,1/2/12
21.09765625,27.22940625,-1.433916867,1/3/12
23.16872917,25.800125,-1.52482016,1/4/12
22.79010417,23.65579167,-1.683366785,1/5/12
17.55496875,23.23178125,-1.718436258,1/6/12
11.38897917,23.69423958,-1.680253174,1/7/12
16.30203125,23.36439583,-1.707321446,1/8/12
18.19809375,21.4360625,-1.883485027,1/9/12
13.84009375,21.26855208,-1.900405392,1/10/12
12.79765625,21.67263542,-1.860065004,1/11/12
18.39475,21.10861458,-1.91682911,1/12/12
18.95663542,19.50372917,-2.097651606,1/13/12
16.10425,18.52070521,-2.225040482,1/14/12
12.85377083,19.12555208,-2.145001256,1/15/12
9.57221875,49.69280208,-0.72225892,1/16/12
8.344583333,61.06666667,-0.571019164,1/17/12
8.764208333,60.99060417,-0.571831061,1/18/12
10.25776042,60.50316667,-0.57708588,1/19/12
10.56473958,59.19320833,-0.59166727,1/20/12
10.85866667,61.43753125,-0.567091329,1/21/12
10.57063542,68.54845833,-0.500530008,1/22/12
9.402791667,68.67620833,-0.499468721,1/23/12
11.01995833,70.03432292,-0.488442026,1/24/12
18.66728125,69.714375,-0.490998339,1/25/12
20.31669792,68.88090625,-0.497776967,1/26/12
16.93454167,67.02020833,-0.51356203,1/27/12
18.54663542,61.58635417,-0.56552937,1/28/12
20.32817708,52.54172917,-0.677785879,1/29/12
15.16967347,46.80859375,-0.773207951,1/30/12
10.30457292,44.22585417,-0.824891041,1/31/12
12.37422917,42.30795833,-0.867653516,2/1/12
14.35104167,40.23909375,-0.918689073,2/2/12
14.96070833,37.28117708,-1.002234449,2/3/12
16.14013542,31.94663542,-1.195151183,2/4/12
16.62654167,27.9360625,-1.392640971,2/5/12
16.57098958,25.36158333,-1.554914217,2/6/12
14.52839583,24.77125,-1.597227787,2/7/12
14.22845833,26.07782292,-1.506323218,2/8/12
20.16527083,24.57336458,-1.611898968,2/9/12
16.78642708,22.66607292,-1.767414964,2/10/12
12.12517708,23.1135,-1.728464939,2/11/12
11.39313542,24.24491667,-1.636816128,2/12/12
10.8486875,24.16434375,-1.643039418,2/13/12
8.713927083,26.5663125,-1.474788807,2/14/12
8.701760417,28.74075,-1.348278652,2/15/12
9.916333333,63.75713542,-0.54363156,2/16/12
16.5063125,63.12071875,-0.549884505,2/17/12
10.78429167,59.32646875,-0.59015243,2/18/12
9.844958333,55.66076042,-0.634660507,2/19/12
9.649552083,53.08669792,-0.669859586,2/20/12
13.13866667,49.75761458,-0.721186518,2/21/12
16.91588542,43.30432292,-0.844932199,2/22/12
17.36914583,37.18073958,-1.005321431,2/23/12
15.85696875,32.90830208,-1.155418313,2/24/12
13.02176042,30.12540625,-1.277862038,2/25/12
10.86355208,27.95873958,-1.391353348,2/26/12
9.943854167,27.23783333,-1.43341113,2/27/12
7.589708333,64.00215625,-0.541259632,2/28/12
7.48503125,65.29603125,-0.529049799,2/29/12
10.91261458,63.44714583,-0.546660515,3/1/12
11.4839375,59.82822917,-0.58451341,3/2/12
17.71790625,53.34816667,-0.666118138,3/3/12
22.17265625,43.92436458,-0.831348721,3/4/12
21.67591667,35.86863542,-1.04735173,3/5/12
12.59839583,31.63738542,-1.208478203,3/6/12
9.02540625,29.97890625,-1.284983334,3/7/12
14.03121875,25.82833125,-1.522921971,3/8/12
19.63720833,21.97876354,-1.83055919,3/9/12
17.86620833,19.64571667,-2.080377316,3/10/12
11.96721875,19.43478854,-2.106136401,3/11/12
11.68408333,19.8477375,-2.056254852,3/12/12
11.5949375,19.72173542,-2.071238178,3/13/12
10.85147917,19.39635833,-2.110894178,3/14/12
11.87083333,19.26306979,-2.127553162,3/15/12
11.3500625,19.66639792,-2.077883485,3/16/12
10.6709375,34.91025,-1.080192395,3/17/12
6.803072917,68.96809375,-0.497059656,3/18/12
8.7199375,68.19722917,-0.50346979,3/19/12
9.86409375,65.32897917,-0.528745634,3/20/12
14.59628125,60.93803125,-0.572393497,3/21/12
15.3973125,54.4194375,-0.651190226,3/22/12
12.15410417,48.75394792,-0.738135902,3/23/12
11.60416667,44.774,-0.813388389,3/24/12
10.35795833,43.48034375,-0.841033905,3/25/12
10.25717708,68.38313542,-0.501909733,3/26/12
10.77572917,68.21789583,-0.503295914,3/27/12
10.98689583,66.70122917,-0.516362761,3/28/12
12.60363542,64.29548958,-0.538445448,3/29/12
13.0428125,61.18664583,-0.569742887,3/30/12
11.62920833,57.39319792,-0.612867519,3/31/12
11.482,62.948125,-0.551603608,4/1/12
15.50344792,64.2014375,-0.539344769,4/2/12
16.19759375,60.84836458,-0.573355167,4/3/12
15.3955625,54.5855,-0.648932275,4/4/12
12.29996875,48.23638542,-0.747171445,4/5/12
11.21742708,43.01382292,-0.851440531,4/6/12
19.83460417,37.827,-0.985764839,4/7/12
17.90926042,31.87348958,-1.198278395,4/8/12
17.03836458,27.35403125,-1.426471708,4/9/12
12.79015625,24.49085417,-1.618091237,4/10/12
11.61575,39.42690625,-0.940294315,4/11/12
11.49329167,59.99605208,-0.582649853,4/12/12
9.89378125,60.49248958,-0.577201998,4/13/12
9.38071875,67.91478125,-0.505857484,4/14/12
10.95251042,67.25438542,-0.511523977,4/15/12
15.04982292,65.442125,-0.527703604,4/16/12
18.77635417,61.43921875,-0.567073572,4/17/12
17.55192708,54.447375,-0.650809329,4/18/12
15.67191667,47.29313542,-0.764183482,4/19/12
17.153875,41.39609375,-0.889475143,4/20/12
16.69753125,35.90513542,-1.046138054,4/21/12
15.4368125,31.18561458,-1.228455922,4/22/12
12.887625,36.91433333,-1.013596623,4/23/12
14.00092708,61.50498958,-0.566382323,4/24/12
16.86725,61.41283333,-0.567351328,4/25/12
14.73794792,62.01327083,-0.561093194,4/26/12
14.78811458,63.81897917,-0.543031042,4/27/12
15.73410417,62.14459375,-0.559741704,4/28/12
15.91194792,55.7569375,-0.633412645,4/29/12
15.02601042,46.72030208,-0.774873942,4/30/12
13.18135417,49.5095625,-0.725307098,5/1/12
12.94554167,63.67389583,-0.544441807,5/2/12
13.89886458,65.23383333,-0.529624885,5/3/12
14.36370833,65.12960417,-0.530591231,5/4/12
15.31834375,63.4005,-0.547119042,5/5/12
15.03883333,57.28895833,-0.614138938,5/6/12
15.17859375,47.72076042,-0.756381858,5/7/12
16.79495833,39.1195,-0.94872235,5/8/12
19.46579167,32.3705625,-1.177324571,5/9/12
16.98460417,26.26208333,-1.494280844,5/10/12
15.48659375,22.71912813,-1.762710516,5/11/12
17.30723958,20.72483125,-1.957346642,5/12/12
15.94157292,19.46995104,-2.10180078,5/13/12
16.65984375,18.3371,-2.250456091,5/14/12
16.26411458,17.11700729,-2.434219606,5/15/12
18.26680208,16.45680625,-2.545854355,5/16/12
18.20888542,15.86785208,-2.653852646,5/17/12
16.54834375,15.68574167,-2.689005697,5/18/12
16.25994792,15.30738854,-2.76490509,5/19/12
18.45021875,14.71938542,-2.891167523,5/20/12
18.61284375,13.89251146,-3.08814311,5/21/12
18.15155208,13.35916146,-3.229082954,5/22/12
17.49019792,13.03649792,-3.320351163,5/23/12
15.74141667,13.24195,-3.261686926,5/24/12
14.55225,17.01668646,-2.450586249,5/25/12
13.3411875,22.03596667,-1.825142957,5/26/12
13.74661458,16.94681563,-2.462107718,5/27/12
17.71290625,14.09200313,-3.038355422,5/28/12
18.84545833,12.47104479,-3.492514775,5/29/12
17.55055208,11.61725417,-3.786600682,5/30/12
18.26540625,11.42586146,-3.858993804,5/31/12
18.55407292,11.13015833,-3.976087729,6/1/12
17.840875,11.05594167,-4.006529517,6/2/12
17.31307292,10.91449792,-4.065773675,6/3/12
16.6394375,10.88167188,-4.079758678,6/4/12
16.9975625,11.48870417,-3.834939312,6/5/12
16.71527083,10.52104479,-4.239556011,6/6/12
19.12078125,9.81479375,-4.589051654,6/7/12
18.23729167,9.66650625,-4.669390738,6/8/12
16.1084375,9.8927875,-4.547829694,6/9/12
16.34064583,9.89603125,-4.546130334,6/10/12
16.71884375,9.773491667,-4.611166214,6/11/12
18.54714583,9.716478125,-4.642023862,6/12/12
17.61028125,9.632664583,-4.688096571,6/13/12
16.68620833,9.685167708,-4.65913552,6/14/12
16.17810417,9.705721875,-4.647889009,6/15/12
17.96165625,9.749683333,-4.624005128,6/16/12
19.1203125,9.521076042,-4.750785368,6/17/12
19.56084375,9.279015625,-4.89232518,6/18/12
18.11278125,9.176426042,-4.954725745,6/19/12
17.6013125,9.087722917,-5.009895889,6/20/12
17.78559375,9.071579167,-5.020060931,6/21/12
17.994875,9.031004167,-5.045781034,6/22/12
17.71320833,8.826464583,-5.179293903,6/23/12
18.67667708,8.577864583,-5.350756858,6/24/12
18.06748958,8.301675,-5.554162214,6/25/12
18.519,8.034816667,-5.764941184,6/26/12
20.38352083,7.75101875,-6.006181763,6/27/12
20.29454167,7.74491875,-6.011574884,6/28/12
20.05088542,7.81020625,-5.954320884,6/29/12
