,0,1,2,3,4,5,6,7,8,9
0,0.0022141717,0.0024030965,0.0021985422,0.0021983217,0.0020542645,0.0020596096,0.0023835537,0.0020804391,0.0021190278,0.0022602903
1,0.0022038314,0.0023940785,0.0021891904,0.0021893587,0.002045474,0.0020514631,0.0023740984,0.0020700407,0.0021096875,0.0022527531
2,0.0021946097,0.0023864356,0.0021807833,0.0021816182,0.002036155,0.0020443576,0.002364988,0.002061153,0.002101098,0.002245636
3,0.0021856253,0.0023801492,0.0021738305,0.0021739963,0.0020283326,0.0020385897,0.0023581106,0.0020534447,0.0020940977,0.0022381158
4,0.0021773505,0.002374617,0.0021670263,0.002167691,0.0020216685,0.0020327177,0.0023517068,0.002046919,0.0020889314,0.0022322913
5,0.0021715176,0.0023696993,0.0021616542,0.0021614197,0.0020165723,0.002027658,0.0023462505,0.0020407012,0.0020843232,0.0022265993
6,0.002166386,0.0023662788,0.002156608,0.0021564171,0.002012816,0.0020236522,0.0023412653,0.0020357866,0.0020817546,0.0022213925
7,0.0021623103,0.002363755,0.00215296,0.0021528997,0.0020093804,0.0020201725,0.002337178,0.002032526,0.0020801306,0.0022164509
8,0.002159707,0.0023611882,0.0021502872,0.0021496327,0.0020077538,0.0020172384,0.0023339912,0.0020296567,0.0020802326,0.002212375
9,0.0021582136,0.0023599796,0.002148163,0.0021474352,0.0020063005,0.0020149664,0.002331845,0.0020281544,0.0020822326,0.0022091044
10,0.002157623,0.0023594112,0.0021466,0.0021454059,0.0020063247,0.00201361,0.002330698,0.0020277952,0.002083751,0.0022059155
11,0.002156859,0.0023601835,0.0021463323,0.0021436675,0.00200745,0.0020136747,0.00233066,0.0020292806,0.0020865444,0.0022035958
12,0.0021574222,0.002361233,0.0021461246,0.002143351,0.0020095122,0.002014413,0.0023315938,0.0020300234,0.002089897,0.0022023183
13,0.0021590053,0.0023634585,0.002147056,0.0021436936,0.0020124156,0.0020148994,0.0023343174,0.0020332176,0.0020952297,0.002200673
14,0.0021623147,0.0023664476,0.002148444,0.0021452557,0.0020174796,0.002017218,0.002336592,0.0020374686,0.0021018246,0.0022000568
15,0.0021658964,0.0023696343,0.0021507458,0.0021467218,0.0020226624,0.002020003,0.0023398467,0.002042722,0.002110021,0.0022000675
16,0.0021700833,0.0023736807,0.0021536741,0.002149538,0.0020289144,0.002023202,0.002343538,0.0020483804,0.0021181884,0.0021998698
17,0.0021747076,0.0023793476,0.0021574604,0.00215322,0.0020360646,0.0020271293,0.0023478456,0.0020553197,0.002127161,0.0022002275
18,0.0021810771,0.0023852012,0.0021617222,0.0021577142,0.0020434756,0.0020315838,0.0023531879,0.0020629098,0.002138137,0.0022005711
19,0.0021886318,0.0023921174,0.0021674933,0.0021630658,0.0020516664,0.0020371913,0.0023595316,0.0020704623,0.002150192,0.0022019676
20,0.0021972314,0.0023990495,0.0021728298,0.0021688435,0.002061139,0.002042426,0.0023666748,0.0020799618,0.0021628204,0.0022041425
21,0.0022061802,0.0024062328,0.0021793686,0.002175771,0.0020712332,0.0020484282,0.002374321,0.0020899817,0.0021766347,0.0022058263
22,0.0022148858,0.0024142778,0.0021869736,0.0021823982,0.002082472,0.0020543886,0.0023801704,0.0021011287,0.00219112,0.002208121
23,0.0022227445,0.0024224177,0.002193705,0.0021894246,0.0020943459,0.002061083,0.0023877558,0.002113403,0.0022069227,0.0022108816
24,0.0022327465,0.0024303936,0.002203171,0.0021981269,0.0021066945,0.002068278,0.0023969552,0.0021258031,0.0022226789,0.0022147617
25,0.0022427044,0.002440063,0.0022114343,0.002206559,0.002119816,0.0020762216,0.002405379,0.0021390729,0.0022384766,0.002218985
26,0.0022536437,0.0024495707,0.002220564,0.0022153729,0.002132489,0.0020854457,0.0024151385,0.002153452,0.0022553506,0.0022228812
27,0.002264713,0.0024587195,0.002229207,0.0022243254,0.0021459141,0.0020943435,0.0024251535,0.0021686978,0.0022724706,0.0022267296
28,0.0022761852,0.0024666458,0.0022389668,0.0022343672,0.002159458,0.0021036388,0.0024351792,0.0021820453,0.002290616,0.0022321825
29,0.0022868267,0.0024760945,0.0022484649,0.002243599,0.0021739611,0.002114104,0.0024453956,0.0021980668,0.0023081265,0.0022382159
30,0.0022972866,0.0024844613,0.0022594854,0.002254506,0.0021887855,0.0021240928,0.0024557335,0.0022135694,0.0023260615,0.0022436439
31,0.002307654,0.0024927591,0.002270172,0.0022646503,0.002204086,0.002134335,0.0024666202,0.0022290836,0.002344431,0.002249699
32,0.00231805,0.0025013436,0.002279794,0.002275933,0.0022201356,0.00214472,0.0024776454,0.00224487,0.002362662,0.0022558928
33,0.00232912,0.0025098482,0.002289896,0.0022862796,0.002234655,0.0021549251,0.0024882653,0.002261307,0.0023795476,0.0022615383
34,0.002340093,0.0025174636,0.0023002753,0.0022964568,0.0022484614,0.0021648887,0.0024998516,0.0022765037,0.002396736,0.0022676813
35,0.0023505313,0.0025245058,0.0023109717,0.0023066124,0.0022622433,0.002174899,0.0025113428,0.0022911127,0.0024136782,0.0022738187
36,0.002360487,0.0025315396,0.002321405,0.0023164654,0.0022759961,0.0021852644,0.0025222916,0.0023055703,0.0024308416,0.0022800292
37,0.00236992,0.002538707,0.0023322478,0.002327077,0.0022906705,0.002195223,0.0025339082,0.0023211977,0.0024480375,0.002285374
38,0.0023791515,0.0025460243,0.0023427743,0.0023371847,0.0023047968,0.0022042287,0.0025448105,0.0023361286,0.0024643873,0.0022919497
39,0.002387869,0.0025541133,0.0023519965,0.0023475967,0.0023181567,0.0022146078,0.0025545629,0.002350701,0.00248152,0.0022980124
40,0.0023968215,0.0025615103,0.0023624385,0.0023584373,0.002332386,0.0022251543,0.0025645767,0.0023655067,0.002496414,0.0023047766
41,0.0024057853,0.0025686384,0.0023732758,0.002368841,0.0023457177,0.0022358424,0.002574684,0.0023795816,0.0025128238,0.0023111745
42,0.0024148866,0.0025757495,0.0023838484,0.0023795783,0.0023593612,0.0022455668,0.0025847713,0.0023945186,0.0025296183,0.0023173746
43,0.0024236564,0.0025832402,0.002394317,0.0023900273,0.0023726304,0.0022549543,0.002594843,0.0024094738,0.002544825,0.0023243001
44,0.0024323107,0.0025912365,0.002404849,0.0024006946,0.0023870282,0.0022644175,0.002604525,0.0024242166,0.002560675,0.00233182
45,0.0024407564,0.002598381,0.0024141525,0.0024106915,0.0024002658,0.0022742553,0.002613905,0.0024390325,0.0025758403,0.00233849
46,0.0024487288,0.0026055968,0.00242308,0.0024197183,0.00241323,0.00228344,0.0026237182,0.0024524608,0.002590177,0.0023456046
47,0.0024559584,0.0026128865,0.002432691,0.0024290131,0.0024259035,0.0022920165,0.0026324464,0.0024650737,0.0026040035,0.002352925
48,0.0024641787,0.0026208092,0.0024418915,0.0024380812,0.0024388535,0.002300968,0.0026412266,0.0024779309,0.0026186106,0.0023591942
49,0.0024721895,0.0026280386,0.0024509933,0.0024471802,0.002451506,0.0023094863,0.002650728,0.0024912686,0.002633564,0.0023657414
50,0.002479924,0.0026356992,0.002460399,0.0024565808,0.0024634588,0.0023180682,0.002660477,0.0025040638,0.0026479827,0.0023728204
51,0.0024871628,0.002643689,0.002469446,0.002466477,0.002476885,0.0023256445,0.002669336,0.002517143,0.002662563,0.0023795275
52,0.0024949445,0.0026522044,0.0024791767,0.0024770643,0.002488884,0.0023342646,0.002678578,0.0025313678,0.0026776223,0.0023880487
53,0.0025027662,0.002659659,0.0024884827,0.002485831,0.0025009445,0.0023425245,0.0026869287,0.0025444382,0.0026922885,0.002395476
54,0.0025106266,0.00266665,0.0024972262,0.0024944474,0.0025132594,0.0023500838,0.0026950126,0.0025566765,0.002706595,0.0024026276
55,0.0025171505,0.0026739608,0.0025065914,0.0025032463,0.0025255398,0.002357982,0.0027023912,0.0025690885,0.0027205385,0.0024089064
56,0.002524821,0.0026809094,0.002515605,0.0025132904,0.002537642,0.00236609,0.0027096267,0.0025823019,0.0027343913,0.0024161015
57,0.002532122,0.0026885862,0.0025245054,0.0025231775,0.0025504557,0.0023734837,0.0027166961,0.002594716,0.002747374,0.0024233419
58,0.0025383786,0.002695049,0.002533426,0.0025324759,0.0025619084,0.0023804733,0.002724179,0.00260644,0.0027606322,0.002429903
59,0.0025457689,0.0027023393,0.0025419393,0.0025411814,0.0025737346,0.0023875395,0.0027314168,0.0026174071,0.002774457,0.0024368213
60,0.0025530213,0.002709283,0.0025504811,0.0025498993,0.0025850816,0.0023944753,0.0027386346,0.0026286962,0.0027882303,0.0024440654
61,0.0025603382,0.0027153585,0.0025579622,0.0025579548,0.0025952868,0.0024003892,0.0027458675,0.002639583,0.0028001862,0.002450605
62,0.0025669776,0.0027216105,0.0025650593,0.0025649415,0.0026051723,0.0024063205,0.0027518934,0.0026485233,0.00281169,0.0024563319
63,0.002572397,0.0027280748,0.0025719819,0.0025724506,0.0026138483,0.002411961,0.0027571511,0.0026577683,0.0028233055,0.0024618113
64,0.0025784539,0.002734143,0.0025781922,0.0025794432,0.0026231203,0.0024174321,0.0027627642,0.002666982,0.0028351077,0.0024669429
