,Temp,Psi
0,0.7749999999999999,-1.4122448979591837
1,3.2699999999999996,-0.5306122448979591
2,5.1,-0.8244897959183672
3,9.219999999999999,-1.183673469387755
4,13.375,-0.49795918367346914
5,15.615,-0.5959183673469386
6,16.169999999999998,-1.5755102040816327
7,13.765,-0.693877551020408
8,12.575,-1.3142857142857143
9,10.17,-1.020408163265306
10,9.375,-1.5428571428571427
11,8.98,-0.9224489795918367
12,8.469999999999999,-0.857142857142857
13,9.365,-1.4448979591836735
14,10.65,-0.43265306122448965
15,11.78,-1.020408163265306
16,13.215,-1.020408163265306
17,14.084999999999999,-1.9346938775510205
18,14.885000000000002,-0.5306122448979591
19,13.265,-2.0
20,10.97,-0.9877551020408162
21,10.9,-1.3795918367346938
22,10.934999999999999,-1.836734693877551
23,13.9,-0.889795918367347
24,14.975000000000001,-1.1510204081632653
25,12.605,-1.510204081632653
26,10.83,-1.804081632653061
27,11.505,-0.7591836734693875
28,12.41,-0.7591836734693875
29,9.24,-1.346938775510204
30,9.28,-1.4448979591836735
31,12.235,-1.4775510204081632
32,14.21,-1.2489795918367346
33,14.76,-1.346938775510204
34,15.01,-0.6285714285714286
35,15.675,-1.1510204081632653
36,14.68,-1.1183673469387754
37,12.665000000000001,-0.9224489795918367
38,14.6,-1.020408163265306
39,14.31,-1.3142857142857143
40,14.965,-0.49795918367346914
41,15.475000000000001,-1.183673469387755
42,15.864999999999998,-0.5632653061224488
43,17.165,-1.5755102040816327
44,15.96,-0.5306122448979591
45,15.454999999999998,-1.6408163265306122
46,14.915,-1.020408163265306
47,13.92,-0.5632653061224488
48,14.925,-1.2163265306122448
49,15.215,-1.6734693877551021
50,13.43,-1.6081632653061224
51,11.065,-1.2489795918367346
52,6.9799999999999995,-0.6612244897959183
53,6.48,-1.6734693877551021
54,7.07,-1.2489795918367346
55,10.82,-1.3795918367346938
56,11.015,-1.510204081632653
57,7.755,-1.020408163265306
58,6.1899999999999995,-1.804081632653061
59,4.275,-0.7918367346938775
60,3.7300000000000004,-1.6408163265306122
61,5.5249999999999995,-0.4653061224489794
62,7.5600000000000005,-1.510204081632653
63,10.425,-1.804081632653061
64,13.295,-1.7061224489795919
65,14.465,-0.9224489795918367
66,14.365,-0.6612244897959183
67,14.51,-1.6734693877551021
68,15.58,-1.9673469387755103
69,15.015,-0.49795918367346914
70,14.535,-1.9673469387755103
71,18.21,-1.836734693877551
72,18.155,-1.4775510204081632
73,17.865000000000002,-1.9346938775510205
74,18.095,-1.9020408163265305
75,16.29,-0.693877551020408
76,13.665,-1.2163265306122448
77,14.035,-1.9673469387755103
78,15.805,-1.9020408163265305
79,15.350000000000001,-0.7265306122448978
80,13.075,-1.9020408163265305
81,11.815,-0.5306122448979591
82,13.639999999999999,-0.7918367346938775
83,16.725,-1.9673469387755103
84,18.39,-0.7918367346938775
85,19.43,-1.6734693877551021
86,19.105,-0.5632653061224488
87,19.055,-1.2816326530612243
88,18.575,-1.183673469387755
89,16.335,-1.5755102040816327
90,13.575,-1.554799236236039
91,13.21,-1.4461074605181432
92,14.85,-1.9344759870314314
93,14.604999999999999,-1.861518493741336
94,11.485,-0.9324271506184942
95,8.86,-0.38501736480000004
96,7.7,-0.38501736480000004
97,8.9,-0.38501736480000004
98,11.765,-1.0158071429500317
99,11.600000000000001,-0.9666725046118047
100,12.81,-1.3269931857588042
101,15.785,-2.212905604281386
102,17.11,-2.607471639421696
103,15.585,-2.153348466901717
104,13.895000000000001,-1.6500906560435107
105,13.549999999999999,-1.5473545940635802
106,14.955,-1.9657434841557582
107,16.3,-2.366265233034035
108,16.7,-2.4853795077933736
109,14.98,-1.973188126328217
110,10.32,-0.5855068253819201
111,11.299999999999999,-0.8773367985422994
112,10.575,-0.6614421755409983
113,9.504999999999999,-0.38501736480000004
114,8.07,-0.38501736480000004
115,11.565000000000001,-0.9562500055703623
116,16.205,-2.337975592778691
117,18.355,-2.9782148196101375
118,20.465,-3.6065426189656495
119,20.89,-3.733101535897447
120,20.41,-3.5901644061862408
121,19.23,-3.238777295646191
122,16.08,-2.3007523819163977
123,14.58,-1.8540738515688782
124,12.78,-1.3180596151518529
125,11.55,-0.9517832202668871
126,8.21,-0.38501736480000004
127,4.765000000000001,-0.38501736480000004
128,9.135,-0.38501736480000004
129,14.584999999999999,-1.8555627800033692
130,17.025,-2.582159856035336
131,13.655000000000001,-1.5786220911879072
132,11.465,-0.9264714368805272
133,7.68,-0.38501736480000004
134,7.59,-0.38501736480000004
135,9.085,-0.38501736480000004
136,12.280000000000001,-1.1691667717026804
137,11.04,-0.7999125199487296
138,12.505,-1.2361685512548086
139,12.87,-1.3448603269727046
140,9.92,-0.4663925506225812
141,7.865,-0.38501736480000004
142,9.845,-0.4128815669451238
143,11.885,-1.0515414253778332
144,14.85,-1.9344759870314314
145,15.66,-2.1756823934190925
146,16.59,-2.4526230822345556
147,18.815,-3.1151962355833778
148,21.055,-3.782236174235674
149,22.46,-4.200625064327851
150,21.189999999999998,-3.822437241966951
151,18.625,-3.058616955072692
152,17.435,-2.7042519876636586
153,15.540000000000001,-2.1399481109912912
154,14.330000000000002,-1.7796274298442918
155,13.184999999999999,-1.4386628183456835
156,16.105,-2.3081970240888574
157,20.835,-3.7167233231180385
158,24.95,-4.942111424704735
159,21.5,-3.914750804905439
160,19.23,-3.238777295646191
161,18.715,-3.0854176668935427
162,20.97,-3.7569243908493144
163,22.28,-4.147023640686149
164,23.765,-4.589235385730195
165,24.91,-4.930199997228803
166,24.555,-4.824486078379888
167,25.705,-5.166939618312988
